_id__$oid,battery,height,volume,temperature,ReadingDateTime,environment,DATE,TIME,HOUR,,Hourly_averge_flow ,,
5dafdbf8f16c0e000de3d270,null,93,9300,null,11:37:14 AM,,12/3/2019,11:37:14 AM,11,11:37 AM,9100,,93
5dafde50f16c0e000de3d282,null,89,8900,null,12:37:14 PM,,12/3/2019,12:37:14 PM,12,12:37 PM,8900,,89
5dafe0a8f16c0e000de3d296,null,89,8900,null,1:37:14 PM,,12/3/2019,1:37:14 PM,13,1:37 PM,8900,,89
5dafe302f16c0e000de3d2a2,null,89,8900,null,2:37:14 PM,,12/3/2019,2:37:14 PM,14,2:37 PM,8900,,89
5dafe559f16c0e000de3d2b6,null,89,8900,null,3:37:14 PM,,12/3/2019,3:37:14 PM,15,3:37 PM,8900,,89
5dafe7b6f16c0e000de3d2c8,null,89,8900,null,4:37:14 PM,,12/3/2019,4:37:14 PM,16,4:37 PM,8900,,89
5dafea0af16c0e000de3d2d6,null,89,8900,null,5:37:14 PM,,12/3/2019,5:37:14 PM,17,5:37 PM,8950,,89
5dafec61f16c0e000de3d2ec,null,90,9000,null,6:37:14 PM,,12/3/2019,6:37:14 PM,18,6:37 PM,8950,,90
5dafeeb8f16c0e000de3d2fe,null,89,8900,null,7:37:14 PM,,12/3/2019,7:37:14 PM,19,7:37 PM,8900,,89
5dafeebbf16c0e000de3d300,null,89,8900,null,8:37:14 PM,,12/3/2019,8:37:14 PM,20,8:37 PM,8900,,89
5daff110f16c0e000de3d30e,null,89,8900,null,9:37:14 PM,,12/3/2019,9:37:14 PM,21,9:37 PM,9050,,89
5daff369f16c0e000de3d324,null,92,9200,null,10:37:14 PM,,12/3/2019,10:37:14 PM,22,10:37 PM,9100,,92
5daff5c0f16c0e000de3d338,null,90,9000,null,11:37:14 PM,,12/3/2019,11:37:14 PM,23,11:37 PM,9100,,90
5daff81bf16c0e000de3d348,null,92,9200,null,12:37:14 AM,,12/4/2019,12:37:14 AM,0,12:37 AM,9100,,92
5daffa70f16c0e000de3d35a,null,90,9000,null,1:37:14 AM,,12/4/2019,1:37:14 AM,1,1:37 AM,9050,,90
5daffcc8f16c0e000de3d36c,null,91,9100,null,2:37:14 AM,,12/4/2019,2:37:14 AM,2,2:37 AM,9050,,91
5dafff20f16c0e000de3d37a,null,90,9000,null,3:37:14 AM,,12/4/2019,3:37:14 AM,3,3:37 AM,9000,,90
5db00178f16c0e000de3d38c,null,90,9000,null,4:37:14 AM,,12/4/2019,4:37:14 AM,4,4:37 AM,9000,,90
5db003d0f16c0e000de3d3a0,null,90,9000,null,5:37:14 AM,,12/4/2019,5:37:14 AM,5,5:37 AM,9000,,90
5db00629f16c0e000de3d3b4,null,90,9000,null,6:37:14 AM,,12/4/2019,6:37:14 AM,6,6:37 AM,9000,,90
5db00884f16c0e000de3d3c6,null,90,9000,null,7:37:14 AM,,12/4/2019,7:37:14 AM,7,7:37 AM,9000,,90
5db00ad8f16c0e000de3d3da,null,90,9000,null,8:37:14 AM,,12/4/2019,8:37:14 AM,8,8:37 AM,9400,,90
5db00d31f16c0e000de3d3e6,null,98,9800,null,9:37:14 AM,,12/4/2019,9:37:14 AM,9,9:37 AM,9450,,98
5db00f88f16c0e000de3d3f8,null,91,9100,null,10:37:14 AM,,12/4/2019,10:37:14 AM,10,10:37 AM,9250,,91
5db011e0f16c0e000de3d40a,null,94,9400,null,11:37:14 AM,,12/4/2019,11:37:14 AM,11,11:37 AM,9250,,94
5db0143af16c0e000de3d41e,null,91,9100,null,12:37:14 PM,,12/4/2019,12:37:14 PM,12,12:37 PM,9100,,91
5db01691f16c0e000de3d432,null,91,9100,null,1:37:14 PM,,12/4/2019,1:37:14 PM,13,1:37 PM,9100,,91
5db018ebf16c0e000de3d442,null,91,9100,null,2:37:14 PM,,12/4/2019,2:37:14 PM,14,2:37 PM,9100,,91
5db01b40f16c0e000de3d450,null,91,9100,null,3:37:14 PM,,12/4/2019,3:37:14 PM,15,3:37 PM,9100,,91
5db01d98f16c0e000de3d464,null,91,9100,null,4:37:14 PM,,12/4/2019,4:37:14 PM,16,4:37 PM,9150,,91
5db01ff0f16c0e000de3d478,null,92,9200,null,5:37:14 PM,,12/4/2019,5:37:14 PM,17,5:37 PM,9200,,92
5db02248f16c0e000de3d486,null,92,9200,null,6:37:14 PM,,12/4/2019,6:37:14 PM,18,6:37 PM,9200,,92
5db024a1f16c0e000de3d4a8,null,92,9200,null,7:37:14 PM,,12/4/2019,7:37:14 PM,19,7:37 PM,9200,,92
5db026f8f16c0e000de3d4bc,null,92,9200,null,8:37:14 PM,,12/4/2019,8:37:14 PM,20,8:37 PM,9300,,92
5db02957f16c0e000de3d4cc,null,94,9400,null,9:37:14 PM,,12/4/2019,9:37:14 PM,21,9:37 PM,9300,,94
5db02ba9f16c0e000de3d4de,null,92,9200,null,10:37:14 PM,,12/4/2019,10:37:14 PM,22,10:37 PM,9250,,92
5db02e02f16c0e000de3d4f2,null,93,9300,null,11:37:14 PM,,12/4/2019,11:37:14 PM,23,11:37 PM,9300,,93
5db03059f16c0e000de3d4fe,null,93,9300,null,12:37:14 AM,,12/5/2019,12:37:14 AM,0,12:37 AM,9300,,93
5db032b1f16c0e000de3d514,null,93,9300,null,1:37:14 AM,,12/5/2019,1:37:14 AM,1,1:37 AM,9350,,93
5db03508f16c0e000de3d528,null,94,9400,null,2:37:14 AM,,12/5/2019,2:37:14 AM,2,2:37 AM,9400,,94
5db03764f16c0e000de3d534,null,94,9400,null,3:37:14 AM,,12/5/2019,3:37:14 AM,3,3:37 AM,9400,,94
5db039bcf16c0e000de3d542,null,94,9400,null,4:37:14 AM,,12/5/2019,4:37:14 AM,4,4:37 AM,9450,,94
5db03c10f16c0e000de3d556,null,95,9500,null,5:37:14 AM,,12/5/2019,5:37:14 AM,5,5:37 AM,9500,,95
5db03e68f16c0e000de3d564,null,95,9500,null,6:37:14 AM,,12/5/2019,6:37:14 AM,6,6:37 AM,9700,,95
5db040c0f16c0e000de3d578,null,99,9900,null,7:37:14 AM,,12/5/2019,7:37:14 AM,7,7:37 AM,9700,,99
5db04318f16c0e000de3d588,null,95,9500,null,8:37:14 AM,,12/5/2019,8:37:14 AM,8,8:37 AM,9500,,95
5db04571f16c0e000de3d592,null,95,9500,null,9:37:14 AM,,12/5/2019,9:37:14 AM,9,9:37 AM,9500,,95
5db047c9f16c0e000de3d5a6,null,95,9500,null,10:37:14 AM,,12/5/2019,10:37:14 AM,10,10:37 AM,9550,,95
5db04a26f16c0e000de3d5b8,null,96,9600,null,11:37:14 AM,,12/5/2019,11:37:14 AM,11,11:37 AM,9600,,96
5db04c78f16c0e000de3d5c2,null,96,9600,null,12:37:14 PM,,12/5/2019,12:37:14 PM,12,12:37 PM,9600,,96
5db04ed0f16c0e000de3d5d4,null,96,9600,null,1:37:14 PM,,12/5/2019,1:37:14 PM,13,1:37 PM,9650,,96
5db05129f16c0e000de3d5e6,null,97,9700,null,2:37:14 PM,,12/5/2019,2:37:14 PM,14,2:37 PM,9700,,97
5db05380f16c0e000de3d5f2,null,97,9700,null,3:37:14 PM,,12/5/2019,3:37:14 PM,15,3:37 PM,9700,,97
5db055d9f16c0e000de3d606,null,97,9700,null,4:37:14 PM,,12/5/2019,4:37:14 PM,16,4:37 PM,9700,,97
5db05830f16c0e000de3d61a,null,97,9700,null,5:37:14 PM,,12/5/2019,5:37:14 PM,17,5:37 PM,9750,,97
5db05a8df16c0e000de3d624,null,98,9800,null,6:37:14 PM,,12/5/2019,6:37:14 PM,18,6:37 PM,9750,,98
5db05ce0f16c0e000de3d63a,null,97,9700,null,7:37:14 PM,,12/5/2019,7:37:14 PM,19,7:37 PM,9700,,97
5db05f38f16c0e000de3d64e,null,97,9700,null,8:37:14 PM,,12/5/2019,8:37:14 PM,20,8:37 PM,9650,,97
5db06190f16c0e000de3d65c,null,96,9600,null,9:37:14 PM,,12/5/2019,9:37:14 PM,21,9:37 PM,9550,,96
5db063e8f16c0e000de3d670,null,95,9500,null,10:37:14 PM,,12/5/2019,10:37:14 PM,22,10:37 PM,9500,,95
5db06641f16c0e000de3d67e,null,95,9500,null,11:37:14 PM,,12/5/2019,11:37:14 PM,23,11:37 PM,9450,,95
5db06899f16c0e000de3d68c,null,94,9400,null,12:37:14 AM,,12/6/2019,12:37:14 AM,0,12:37 AM,9350,,94
5db06af6f16c0e000de3d6a0,null,93,9300,null,1:37:14 AM,,12/6/2019,1:37:14 AM,1,1:37 AM,9250,,93
5db06d48f16c0e000de3d6ac,null,92,9200,null,2:37:14 AM,,12/6/2019,2:37:14 AM,2,2:37 AM,9200,,92
5db06fa0f16c0e000de3d6ba,null,92,9200,null,3:37:14 AM,,12/6/2019,3:37:14 AM,3,3:37 AM,9150,,92
5db071f8f16c0e000de3d6cc,null,91,9100,null,4:37:14 AM,,12/6/2019,4:37:14 AM,4,4:37 AM,9050,,91
5db07451f16c0e000de3d6dc,null,90,9000,null,5:37:14 AM,,12/6/2019,5:37:14 AM,5,5:37 AM,9000,,90
5db076a8f16c0e000de3d6ec,null,90,9000,null,6:37:14 AM,,12/6/2019,6:37:14 AM,6,6:37 AM,8950,,90
5db07901f16c0e000de3d706,null,89,8900,null,7:37:14 AM,,12/6/2019,7:37:14 AM,7,7:37 AM,8850,,89
5db07b5df16c0e000de3d714,null,88,8800,null,8:37:14 AM,,12/6/2019,8:37:14 AM,8,8:37 AM,8800,,88
5db07db0f16c0e000de3d724,null,88,8800,null,9:37:14 AM,,12/6/2019,9:37:14 AM,9,9:37 AM,8750,,88
5db08008f16c0e000de3d73a,null,87,8700,null,10:37:14 AM,,12/6/2019,10:37:14 AM,10,10:37 AM,8700,,87
5db08260f16c0e000de3d74c,null,87,8700,null,11:37:14 AM,,12/6/2019,11:37:14 AM,11,11:37 AM,8700,,87
5db084b8f16c0e000de3d75e,null,87,8700,null,12:37:14 PM,,12/6/2019,12:37:14 PM,12,12:37 PM,8650,,87
5db08710f16c0e000de3d770,null,86,8600,null,1:37:14 PM,,12/6/2019,1:37:14 PM,13,1:37 PM,8650,,86
5db08969f16c0e000de3d780,null,87,8700,null,2:37:14 PM,,12/6/2019,2:37:14 PM,14,2:37 PM,8700,,87
5db08bc3f16c0e000de3d794,null,87,8700,null,3:37:14 PM,,12/6/2019,3:37:14 PM,15,3:37 PM,8700,,87
5db08e18f16c0e000de3d7aa,null,87,8700,null,4:37:14 PM,,12/6/2019,4:37:14 PM,16,4:37 PM,8750,,87
5db09070f16c0e000de3d7b6,null,88,8800,null,5:37:14 PM,,12/6/2019,5:37:14 PM,17,5:37 PM,8800,,88
5db092c8f16c0e000de3d7ca,null,88,8800,null,6:37:14 PM,,12/6/2019,6:37:14 PM,18,6:37 PM,8800,,88
5db09521f16c0e000de3d7dc,null,88,8800,null,7:37:14 PM,,12/6/2019,7:37:14 PM,19,7:37 PM,8800,,88
5db09778f16c0e000de3d7ee,null,88,8800,null,8:37:14 PM,,12/6/2019,8:37:14 PM,20,8:37 PM,8850,,88
5db099d0f16c0e000de3d802,null,89,8900,null,9:37:14 PM,,12/6/2019,9:37:14 PM,21,9:37 PM,8900,,89
5db09c29f16c0e000de3d816,null,89,8900,null,10:37:14 PM,,12/6/2019,10:37:14 PM,22,10:37 PM,8900,,89
5db09e80f16c0e000de3d826,null,89,8900,null,11:37:14 PM,,12/6/2019,11:37:14 PM,23,11:37 PM,8900,,89
5db0a0d8f16c0e000de3d836,null,89,8900,null,12:37:14 AM,,12/7/2019,12:37:14 AM,0,12:37 AM,8950,,89
5db0a330f16c0e000de3d84a,null,90,9000,null,1:37:14 AM,,12/7/2019,1:37:14 AM,1,1:37 AM,9000,,90
5db0a588f16c0e000de3d85a,null,90,9000,null,2:37:14 AM,,12/7/2019,2:37:14 AM,2,2:37 AM,9000,,90
5db0a7e0f16c0e000de3d868,null,90,9000,null,3:37:14 AM,,12/7/2019,3:37:14 AM,3,3:37 AM,9000,,90
5db0ac94f16c0e000de3d886,null,90,9000,null,4:37:14 AM,,12/7/2019,4:37:14 AM,4,4:37 AM,9050,,90
5db0acd8f16c0e000de3d88e,null,91,9100,null,5:37:14 AM,,12/7/2019,5:37:14 AM,5,5:37 AM,9100,,91
5db0aee8f16c0e000de3d89e,null,91,9100,null,6:37:14 AM,,12/7/2019,6:37:14 AM,6,6:37 AM,9150,,91
5db0b140f16c0e000de3d8b2,null,92,9200,null,7:37:14 AM,,12/7/2019,7:37:14 AM,7,7:37 AM,9550,,92
5db0b398f16c0e000de3d8c0,null,99,9900,null,8:37:14 AM,,12/7/2019,8:37:14 AM,8,8:37 AM,9550,,99
5db0b5f0f16c0e000de3d8d8,null,92,9200,null,9:37:14 AM,,12/7/2019,9:37:14 AM,9,9:37 AM,9250,,92
5db0b849f16c0e000de3d8ea,null,93,9300,null,10:37:14 AM,,12/7/2019,10:37:14 AM,10,10:37 AM,9350,,93
5db0baa5f16c0e000de3d8fa,null,94,9400,null,11:37:14 AM,,12/7/2019,11:37:14 AM,11,11:37 AM,9400,,94
5db0bcf8f16c0e000de3d90c,null,94,9400,null,12:37:14 PM,,12/7/2019,12:37:14 PM,12,12:37 PM,9400,,94
5db0bf50f16c0e000de3d920,null,94,9400,null,1:37:14 PM,,12/7/2019,1:37:14 PM,13,1:37 PM,9450,,94
5db0c1a8f16c0e000de3d92e,null,95,9500,null,2:37:14 PM,,12/7/2019,2:37:14 PM,14,2:37 PM,9500,,95
5db0c400f16c0e000de3d944,null,95,9500,null,3:37:14 PM,,12/7/2019,3:37:14 PM,15,3:37 PM,9850,,95
5db0c65ff16c0e000de3d956,null,102,10200,null,4:37:14 PM,,12/7/2019,4:37:14 PM,16,4:37 PM,9900,,102
5db0c8b0f16c0e000de3d964,null,96,9600,null,5:37:14 PM,,12/7/2019,5:37:14 PM,17,5:37 PM,9650,,96
5db0cb09f16c0e000de3d976,null,97,9700,null,6:37:14 PM,,12/7/2019,6:37:14 PM,18,6:37 PM,9750,,97
5db0cd63f16c0e000de3d99c,null,98,9800,null,7:37:14 PM,,12/7/2019,7:37:14 PM,19,7:37 PM,9800,,98
5db0cfb8f16c0e000de3d9ae,null,98,9800,null,8:37:14 PM,,12/7/2019,8:37:14 PM,20,8:37 PM,9750,,98
5db0d210f16c0e000de3d9c0,null,97,9700,null,9:37:14 PM,,12/7/2019,9:37:14 PM,21,9:37 PM,9700,,97
5db0d469f16c0e000de3d9d4,null,97,9700,null,10:37:14 PM,,12/7/2019,10:37:14 PM,22,10:37 PM,9650,,97
5db0d6c0f16c0e000de3d9e2,null,96,9600,null,11:37:14 PM,,12/7/2019,11:37:14 PM,23,11:37 PM,9600,,96
5db0d918f16c0e000de3d9f4,null,96,9600,null,12:37:14 AM,,12/8/2019,12:37:14 AM,0,12:37 AM,9600,,96
5db0db72f16c0e000de3da0a,null,96,9600,null,1:37:14 AM,,12/8/2019,1:37:14 AM,1,1:37 AM,9600,,96
5db0ddcdf16c0e000de3da18,null,96,9600,null,2:37:14 AM,,12/8/2019,2:37:14 AM,2,2:37 AM,9550,,96
5db0e020f16c0e000de3da2a,null,95,9500,null,3:37:14 AM,,12/8/2019,3:37:14 AM,3,3:37 AM,9500,,95
5db0e279f16c0e000de3da3c,null,95,9500,null,4:37:14 AM,,12/8/2019,4:37:14 AM,4,4:37 AM,9500,,95
5db0e4d0f16c0e000de3da48,null,95,9500,null,5:37:14 AM,,12/8/2019,5:37:14 AM,5,5:37 AM,9500,,95
5db0e728f16c0e000de3da5a,null,95,9500,null,6:37:14 AM,,12/8/2019,6:37:14 AM,6,6:37 AM,9450,,95
5db0e981f16c0e000de3da6c,null,94,9400,null,7:37:14 AM,,12/8/2019,7:37:14 AM,7,7:37 AM,9400,,94
5db0ebd8f16c0e000de3da78,null,94,9400,null,8:37:14 AM,,12/8/2019,8:37:14 AM,8,8:37 AM,9400,,94
5db0ee34f16c0e000de3da8a,null,94,9400,null,9:37:14 AM,,12/8/2019,9:37:14 AM,9,9:37 AM,9350,,94
5db0f088f16c0e000de3da9c,null,93,9300,null,10:37:14 AM,,12/8/2019,10:37:14 AM,10,10:37 AM,9300,,93
5db0f2e0f16c0e000de3daa8,null,93,9300,null,11:37:14 AM,,12/8/2019,11:37:14 AM,11,11:37 AM,9300,,93
5db0f539f16c0e000de3daba,null,93,9300,null,12:37:14 PM,,12/8/2019,12:37:14 PM,12,12:37 PM,9250,,93
5db0f791f16c0e000de3dacc,null,92,9200,null,1:37:14 PM,,12/8/2019,1:37:14 PM,13,1:37 PM,9200,,92
5db0f9e8f16c0e000de3dada,null,92,9200,null,2:37:14 PM,,12/8/2019,2:37:14 PM,14,2:37 PM,9200,,92
5db0fc41f16c0e000de3daec,null,92,9200,null,3:37:14 PM,,12/8/2019,3:37:14 PM,15,3:37 PM,9200,,92
5db0fe9bf16c0e000de3dafc,null,92,9200,null,4:37:14 PM,,12/8/2019,4:37:14 PM,16,4:37 PM,9150,,92
5db100f0f16c0e000de3db08,null,91,9100,null,5:37:14 PM,,12/8/2019,5:37:14 PM,17,5:37 PM,9100,,91
5db10348f16c0e000de3db1a,null,91,9100,null,6:37:14 PM,,12/8/2019,6:37:14 PM,18,6:37 PM,9100,,91
5db105a0f16c0e000de3db30,null,91,9100,null,7:37:14 PM,,12/8/2019,7:37:14 PM,19,7:37 PM,9050,,91
5db107f8f16c0e000de3db3c,null,90,9000,null,8:37:14 PM,,12/8/2019,8:37:14 PM,20,8:37 PM,9000,,90
5db10a50f16c0e000de3db4e,null,90,9000,null,9:37:14 PM,,12/8/2019,9:37:14 PM,21,9:37 PM,9000,,90
5db10ca9f16c0e000de3db60,null,90,9000,null,10:37:14 PM,,12/8/2019,10:37:14 PM,22,10:37 PM,9000,,90
5db10f05f16c0e000de3db70,null,90,9000,null,11:37:14 PM,,12/8/2019,11:37:14 PM,23,11:37 PM,8950,,90
5db1115af16c0e000de3db82,null,89,8900,null,12:37:14 AM,,12/9/2019,12:37:14 AM,0,12:37 AM,8900,,89
5db113b0f16c0e000de3db96,null,89,8900,null,1:37:14 AM,,12/9/2019,1:37:14 AM,1,1:37 AM,8850,,89
5db1160cf16c0e000de3dba4,null,88,8800,null,2:37:14 AM,,12/9/2019,2:37:14 AM,2,2:37 AM,8750,,88
5db11861f16c0e000de3dbb6,null,87,8700,null,3:37:14 AM,,12/9/2019,3:37:14 AM,3,3:37 AM,8700,,87
5db11ab8f16c0e000de3dbca,null,87,8700,null,4:37:14 AM,,12/9/2019,4:37:14 AM,4,4:37 AM,8650,,87
5db11f70f16c0e000de3dbe6,null,86,8600,null,5:37:14 AM,,12/9/2019,5:37:14 AM,5,5:37 AM,9150,,86
5db11f73f16c0e000de3dbe8,null,97,9700,null,6:37:14 AM,,12/9/2019,6:37:14 AM,6,6:37 AM,9200,,97
5db121c0f16c0e000de3dc00,null,87,8700,null,7:37:14 AM,,12/9/2019,7:37:14 AM,7,7:37 AM,8650,,87
5db12418f16c0e000de3dc0e,null,86,8600,null,8:37:14 AM,,12/9/2019,8:37:14 AM,8,8:37 AM,8600,,86
5db12670f16c0e000de3dc20,null,86,8600,null,9:37:14 AM,,12/9/2019,9:37:14 AM,9,9:37 AM,8900,,86
5db128c8f16c0e000de3dc2c,null,92,9200,null,10:37:14 AM,,12/9/2019,10:37:14 AM,10,10:37 AM,8950,,92
5db12b20f16c0e000de3dc3c,null,87,8700,null,11:37:14 AM,,12/9/2019,11:37:14 AM,11,11:37 AM,8750,,87
5db12d79f16c0e000de3dc50,null,88,8800,null,12:37:14 PM,,12/9/2019,12:37:14 PM,12,12:37 PM,8800,,88
5db12fd3f16c0e000de3dc60,null,88,8800,null,1:37:14 PM,,12/9/2019,1:37:14 PM,13,1:37 PM,8800,,88
5db13228f16c0e000de3dc6e,null,88,8800,null,2:37:14 PM,,12/9/2019,2:37:14 PM,14,2:37 PM,8800,,88
5db13480f16c0e000de3dc80,null,88,8800,null,3:37:14 PM,,12/9/2019,3:37:14 PM,15,3:37 PM,8800,,88
5db136d8f16c0e000de3dc8e,null,88,8800,null,4:37:14 PM,,12/9/2019,4:37:14 PM,16,4:37 PM,8800,,88
5db13930f16c0e000de3dca2,null,88,8800,null,5:37:14 PM,,12/9/2019,5:37:14 PM,17,5:37 PM,8800,,88
5db13b88f16c0e000de3dcb4,null,88,8800,null,6:37:14 PM,,12/9/2019,6:37:14 PM,18,6:37 PM,8800,,88
5db13de1f16c0e000de3dcc4,null,88,8800,null,7:37:14 PM,,12/9/2019,7:37:14 PM,19,7:37 PM,8800,,88
5db1403bf16c0e000de3dcd4,null,88,8800,null,8:37:14 PM,,12/9/2019,8:37:14 PM,20,8:37 PM,8800,,88
5db14290f16c0e000de3dce6,null,88,8800,null,9:37:14 PM,,12/9/2019,9:37:14 PM,21,9:37 PM,8800,,88
5db144e8f16c0e000de3dcf6,null,88,8800,null,10:37:14 PM,,12/9/2019,10:37:14 PM,22,10:37 PM,9150,,88
5db14740f16c0e000de3dd0c,null,95,9500,null,11:37:14 PM,,12/9/2019,11:37:14 PM,23,11:37 PM,9150,,95
5db14998f16c0e000de3dd1e,null,88,8800,null,12:37:14 AM,,12/10/2019,12:37:14 AM,0,12:37 AM,8850,,88
5db14bf1f16c0e000de3dd2a,null,89,8900,null,1:37:14 AM,,12/10/2019,1:37:14 AM,1,1:37 AM,8950,,89
5db14e49f16c0e000de3dd3c,null,90,9000,null,2:37:14 AM,,12/10/2019,2:37:14 AM,2,2:37 AM,9000,,90
5db150a3f16c0e000de3dd4e,null,90,9000,null,3:37:14 AM,,12/10/2019,3:37:14 AM,3,3:37 AM,9000,,90
5db152f8f16c0e000de3dd60,null,90,9000,null,4:37:14 AM,,12/10/2019,4:37:14 AM,4,4:37 AM,9000,,90
5db15550f16c0e000de3dd72,null,90,9000,null,5:37:14 AM,,12/10/2019,5:37:14 AM,5,5:37 AM,9000,,90
5db157a8f16c0e000de3dd82,null,90,9000,null,6:37:14 AM,,12/10/2019,6:37:14 AM,6,6:37 AM,9050,,90
5db15a00f16c0e000de3dd94,null,91,9100,null,7:37:14 AM,,12/10/2019,7:37:14 AM,7,7:37 AM,9100,,91
5db15c58f16c0e000de3dda4,null,91,9100,null,8:37:14 AM,,12/10/2019,8:37:14 AM,8,8:37 AM,9900,,91
5db15eb4f16c0e000de3ddb8,null,107,10700,null,9:37:14 AM,,12/10/2019,9:37:14 AM,9,9:37 AM,10000,,107
5db16108f16c0e000de3ddc8,null,93,9300,null,10:37:14 AM,,12/10/2019,10:37:14 AM,10,10:37 AM,9350,,93
5db16360f16c0e000de3ddd8,null,94,9400,null,11:37:14 AM,,12/10/2019,11:37:14 AM,11,11:37 AM,9500,,94
5db165b8f16c0e000de3ddee,null,96,9600,null,12:37:14 PM,,12/10/2019,12:37:14 PM,12,12:37 PM,9650,,96
5db16811f16c0e000de3ddfe,null,97,9700,null,1:37:14 PM,,12/10/2019,1:37:14 PM,13,1:37 PM,9750,,97
5db16a68f16c0e000de3de10,null,98,9800,null,2:37:14 PM,,12/10/2019,2:37:14 PM,14,2:37 PM,9800,,98
5db16ccef16c0e000de3de24,null,98,9800,null,3:37:14 PM,,12/10/2019,3:37:14 PM,15,3:37 PM,9850,,98
5db16f19f16c0e000de3de32,null,99,9900,null,4:37:14 PM,,12/10/2019,4:37:14 PM,16,4:37 PM,9900,,99
5db17176f16c0e000de3de44,null,99,9900,null,5:37:14 PM,,12/10/2019,5:37:14 PM,17,5:37 PM,9900,,99
5db173c9f16c0e000de3de58,null,99,9900,null,6:37:14 PM,,12/10/2019,6:37:14 PM,18,6:37 PM,9950,,99
5db17620f16c0e000de3de72,null,100,10000,null,7:37:14 PM,,12/10/2019,7:37:14 PM,19,7:37 PM,10000,,100
5db17879f16c0e000de3de84,null,100,10000,null,8:37:14 PM,,12/10/2019,8:37:14 PM,20,8:37 PM,10000,,100
5db17ad0f16c0e000de3de96,null,100,10000,null,9:37:14 PM,,12/10/2019,9:37:14 PM,21,9:37 PM,10050,,100
5db17d28f16c0e000de3dea8,null,101,10100,null,10:37:14 PM,,12/10/2019,10:37:14 PM,22,10:37 PM,10000,,101
5db17f81f16c0e000de3deb8,null,99,9900,null,11:37:14 PM,,12/10/2019,11:37:14 PM,23,11:37 PM,9850,,99
5db181d9f16c0e000de3deca,null,98,9800,null,12:37:14 AM,,12/11/2019,12:37:14 AM,0,12:37 AM,9750,,98
5db18430f16c0e000de3dedc,null,97,9700,null,1:37:14 AM,,12/11/2019,1:37:14 AM,1,1:37 AM,9600,,97
5db18688f16c0e000de3def2,null,95,9500,null,2:37:14 AM,,12/11/2019,2:37:14 AM,2,2:37 AM,9450,,95
5db188e0f16c0e000de3df06,null,94,9400,null,3:37:14 AM,,12/11/2019,3:37:14 AM,3,3:37 AM,9350,,94
5db18b38f16c0e000de3df12,null,93,9300,null,4:37:14 AM,,12/11/2019,4:37:14 AM,4,4:37 AM,9250,,93
5db18d91f16c0e000de3df28,null,92,9200,null,5:37:14 AM,,12/11/2019,5:37:14 AM,5,5:37 AM,9150,,92
5db18febf16c0e000de3df3c,null,91,9100,null,6:37:14 AM,,12/11/2019,6:37:14 AM,6,6:37 AM,9050,,91
5db19244f16c0e000de3df4e,null,90,9000,null,7:37:14 AM,,12/11/2019,7:37:14 AM,7,7:37 AM,8900,,90
5db19498f16c0e000de3df5c,null,88,8800,null,8:37:14 AM,,12/11/2019,8:37:14 AM,8,8:37 AM,8750,,88
5db196f0f16c0e000de3df72,null,87,8700,null,9:37:14 AM,,12/11/2019,9:37:14 AM,9,9:37 AM,8650,,87
5db19948f16c0e000de3df7c,null,86,8600,null,10:37:14 AM,,12/11/2019,10:37:14 AM,10,10:37 AM,8600,,86
5db19ba0f16c0e000de3df8e,null,86,8600,null,11:37:14 AM,,12/11/2019,11:37:14 AM,11,11:37 AM,8600,,86
5db19df8f16c0e000de3dfa4,null,86,8600,null,12:37:14 PM,,12/11/2019,12:37:14 PM,12,12:37 PM,8550,,86
5db1a051f16c0e000de3dfae,null,85,8500,null,1:37:14 PM,,12/11/2019,1:37:14 PM,13,1:37 PM,9000,,85
5db1a2abf16c0e000de3dfc0,null,95,9500,null,2:37:14 PM,,12/11/2019,2:37:14 PM,14,2:37 PM,9450,,95
5db1a500f16c0e000de3dfd0,null,94,9400,null,3:37:14 PM,,12/11/2019,3:37:14 PM,15,3:37 PM,9550,,94
5db1a758f16c0e000de3dfdc,null,97,9700,null,4:37:14 PM,,12/11/2019,4:37:14 PM,16,4:37 PM,9100,,97
5db1a9b0f16c0e000de3dfec,null,85,8500,null,5:37:14 PM,,12/11/2019,5:37:14 PM,17,5:37 PM,8500,,85
5db1ac08f16c0e000de3e000,null,85,8500,null,6:37:14 PM,,12/11/2019,6:37:14 PM,18,6:37 PM,8500,,85
5db1ae61f16c0e000de3e00e,null,85,8500,null,7:37:14 PM,,12/11/2019,7:37:14 PM,19,7:37 PM,8500,,85
5db1b0b9f16c0e000de3e020,null,85,8500,null,8:37:14 PM,,12/11/2019,8:37:14 PM,20,8:37 PM,8500,,85
5db1b313f16c0e000de3e034,null,85,8500,null,9:37:14 PM,,12/11/2019,9:37:14 PM,21,9:37 PM,8500,,85
5db1b568f16c0e000de3e040,null,85,8500,null,10:37:14 PM,,12/11/2019,10:37:14 PM,22,10:37 PM,8500,,85
5db1b7c0f16c0e000de3e04e,null,85,8500,null,11:37:14 PM,,12/11/2019,11:37:14 PM,23,11:37 PM,8550,,85
5db1ba18f16c0e000de3e062,null,86,8600,null,12:37:14 AM,,12/12/2019,12:37:14 AM,0,12:37 AM,8600,,86
5db1bc70f16c0e000de3e06c,null,86,8600,null,1:37:14 AM,,12/12/2019,1:37:14 AM,1,1:37 AM,8600,,86
